produk_id_produk,produk_id_kategori,produk_kode_produk,produk_nama_produk,produk_merk,produk_harga_beli,produk_diskon,produk_harga_jual,produk_stok,produk_expired_date,produk_batch,produk_created_at,produk_updated_at,rekaman_id_rekaman_stok,rekaman_id_produk,rekaman_waktu,rekaman_stok_masuk,rekaman_stok_keluar,rekaman_created_at,rekaman_updated_at,rekaman_id_penjualan,rekaman_id_pembelian,rekaman_stok_awal,rekaman_stok_sisa,rekaman_keterangan
486,1,,M.TELON LANG PLUS 15mL,M.TELON LANG PLUS 15mL,4943,0,6000,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
487,1,,M.TELON LANG PLUS 30mL,M.TELON LANG PLUS 30mL,8385,0,10500,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
488,1,,M.TELON LANG PLUS 60mL,M.TELON LANG PLUS 60mL,15000,0,19000,0,,,2024-01-04 16:01:31,2025-11-06 01:23:47,,,,,,,,,,,,
489,2,,M.TELON MY BABY  + 60ML,M.TELON MY BABY + 60ML,14523,0,18500,3,2027-09-08,950925,2024-01-04 16:01:31,2025-12-21 00:55:24,,,,,,,,,,,,
490,2,,M.TELON MY BABY + 90ML,M.TELON MY BABY + 90ML,18718,0,24500,0,2027-05-07,550825,2024-01-04 16:01:31,2025-12-16 00:17:54,,,,,,,,,,,,
491,1,,MAAGEL SYR,MAAGEL SYR,8199,0,10000,4,2027-07-08,2460230,2024-01-04 16:01:31,2025-12-17 16:19:35,,,,,,,,,,,,
492,1,,MADU TJ EXTRA 250,MADU TJ EXTRA 250,25058,0,35000,3,2027-01-05,,2024-01-04 16:01:31,2025-12-31 19:33:57,175116,492,2025-12-31 19:33:57,3,0,2025-12-31 19:33:57,2025-12-31 19:33:57,,,0,3,Perubahan Stok Manual: SO
493,1,,MADU TJ ORI 500ML,MADU TJ ORI 500ML,51060,0,60000,3,2029-07-01,25F04727,2024-01-04 16:01:31,2025-12-27 17:14:03,,,,,,,,,,,,
494,1,,MADU TJ JOYBEE ALL VAR,MADU TJ JOYBEE ALL VAR,13114,0,16000,6,2028-07-01,25G05059,2024-01-04 16:01:31,2026-01-02 02:23:33,175111,494,2025-12-31 19:32:17,2,0,2025-12-31 19:32:17,2025-12-31 19:32:17,,,3,5,Perubahan Stok Manual: SO
495,1,,MADU TJ KURMA,MADU TJ KURMA,14773,0,21000,1,2028-07-05,,2024-01-04 16:01:31,2025-12-31 19:34:35,175117,495,2025-12-31 19:34:35,1,0,2025-12-31 19:34:35,2025-12-31 19:34:35,,,0,1,Perubahan Stok Manual: SO
496,1,,MADU TJ ORI 150ML,MADU TJ ORI 150ML,17937,0,22000,4,2029-07-15,25H05609,2024-01-04 16:01:31,2025-12-31 19:33:06,175113,496,2025-12-31 19:33:06,0,9,2025-12-31 19:33:06,2025-12-31 19:33:06,,,14,5,Perubahan Stok Manual: SO
497,1,,MADU TJ ORI 250ML,MADU TJ ORI 250ML,27528,0,33000,7,2029-08-06,25H06181,2024-01-04 16:01:31,2025-12-31 19:32:51,175112,497,2025-12-31 19:32:51,0,4,2025-12-31 19:32:51,2025-12-31 19:32:51,,,11,7,Perubahan Stok Manual: SO
498,3,,MADURASA,MADURASA,658,0,1000,189,2028-08-18,HO5756,2024-01-04 16:01:31,2025-12-31 22:14:27,175409,498,2025-12-31 22:14:27,0,78,2025-12-31 22:14:27,2025-12-31 22:14:27,,,282,204,Perubahan Stok Manual: SO
499,2,,ALKOHOL SWAB,ALKOHOL SWAB,9590,0,14000,6,2028-07-05,4082588,2024-01-04 16:01:31,2025-12-31 20:03:13,175179,499,2025-12-31 20:03:13,1,0,2025-12-31 20:03:13,2025-12-31 20:03:13,,,5,6,Perubahan Stok Manual: SO
500,2,,MASKER,MASKER,1000,0,1500,0,,,2024-01-04 16:01:31,2025-12-20 17:33:34,,,,,,,,,,,,
501,5,,MECOBALAMIN,MECOBALAMIN,583,0,800,80,2027-04-06,N2504072,2024-01-04 16:01:31,2026-01-01 00:10:58,,,,,,,,,,,,
502,6,,MEDIKLIN,MEDIKLIN,24434,0,32500,1,,,2024-01-04 16:01:31,2026-01-01 00:45:43,,,,,,,,,,,,
503,6,,MEDIKLIN TR,MEDIKLIN TR,48189,0,57500,0,2027-04-08,K0S01A1,2024-01-04 16:01:31,2025-11-12 02:52:15,,,,,,,,,,,,
504,5,,MEFINAL,MEFINAL,1776,0,2100,180,2027-09-11,FJ8468,2024-01-04 16:01:31,2025-12-31 22:11:18,175404,504,2025-12-31 22:11:18,0,10,2025-12-31 22:11:18,2025-12-31 22:11:18,,,220,210,Perubahan Stok Manual: SO
505,6,,VITAQUIN 2%,VITAQUIN 2%,30360,0,38000,2,2027-02-01,,2024-01-04 16:01:31,2025-12-31 21:44:20,175363,505,2025-12-31 21:44:20,2,0,2025-12-31 21:44:20,2025-12-31 21:44:20,,,0,2,Perubahan Stok Manual: SO
506,5,,MELOXICAM 15mg,MELOXICAM 15mg,222,0,700,320,2027-11-22,251104175,2024-01-04 16:01:31,2025-12-31 23:13:28,175483,506,2025-12-31 23:13:28,0,50,2025-12-31 23:13:28,2025-12-31 23:13:28,,,370,320,Perubahan Stok Manual: SO
507,5,,MELOXICAM 7.5mg,MELOXICAM 7.5mg,147,0,500,190,2027-08-05,250810174,2024-01-04 16:01:31,2025-12-31 23:13:19,175482,507,2025-12-31 23:13:19,0,10,2025-12-31 23:13:19,2025-12-31 23:13:19,,,200,190,Perubahan Stok Manual: SO
508,5,,MERTIGO,MERTIGO,4059,0,5000,103,2027-03-07,5680796,2024-01-04 16:01:31,2025-12-31 22:15:53,175410,508,2025-12-31 22:15:53,5,0,2025-12-31 22:15:53,2025-12-31 22:15:53,,,98,103,Perubahan Stok Manual: SO
509,5,,METFORMIN 500 mg,METFORMIN 500 mg,185,0,300,300,2027-08-07,NB54906,2024-01-04 16:01:31,2025-12-23 18:24:40,,,,,,,,,,,,
510,5,,METHYLPREDNISOLON 16mg,METHYLPREDNISOLON 16mg,763,0,1150,90,2028-11-08,55L0457,2024-01-04 16:01:31,2025-12-31 23:18:04,175495,510,2025-12-31 23:18:04,70,0,2025-12-31 23:18:04,2025-12-31 23:18:04,,,20,90,Perubahan Stok Manual: SO
511,5,,METHYLPREDNISOLON 4mg,METHYLPREDNISOLON 4mg,200,0,400,720,2027-03-18,56D4130,2024-01-04 16:01:31,2026-01-03 00:17:18,,,,,,,,,,,,
512,5,,METHYLPREDNISOLON 8mg,METHYLPREDNISOLON 8mg,430,0,650,320,2029-04-07,56E4033,2024-01-04 16:01:31,2025-12-31 23:18:43,175496,512,2025-12-31 23:18:43,280,0,2025-12-31 23:18:43,2025-12-31 23:18:43,,,40,320,Perubahan Stok Manual: SO
513,5,,METROLET,METROLET,510,0,700,0,2025-07-07,,2024-01-04 16:01:31,2025-07-04 15:04:14,,,,,,,,,,,,
514,5,,METRONIDAZOL,METRONIDAZOL,222,0,400,40,2027-07-16,11129,2024-01-04 16:01:31,2026-01-01 00:11:40,,,,,,,,,,,,
515,2,,NASSA,,14000,0,17000,0,2028-12-11,,2024-01-04 16:01:31,2025-11-04 18:51:12,,,,,,,,,,,,
516,2,,MICROGYNON,MICROGYNON,19702,0,24000,15,2027-02-17,2510196,2024-01-04 16:01:31,2025-12-31 22:30:32,175433,516,2025-12-31 22:30:32,4,0,2025-12-31 22:30:32,2025-12-31 22:30:32,,,13,17,Perubahan Stok Manual: SO
517,2,,MICROLAX,MICROLAX,19680,0,24000,5,2028-08-06,D5H706L,2024-01-04 16:01:31,2025-12-31 20:08:27,175193,517,2025-12-31 20:08:27,0,2,2025-12-31 20:08:27,2025-12-31 20:08:27,,,8,6,Perubahan Stok Manual: SO
518,2,,BABY OIL,BABY OIL,10329,0,12500,1,2028-08-08,2025D1,2024-01-04 16:01:31,2025-12-31 20:45:27,175250,518,2025-12-31 20:45:27,0,5,2025-12-31 20:45:27,2025-12-31 20:45:27,,,6,1,Perubahan Stok Manual: SO
519,4,,MIRASIC,MIRASIC,290,0,400,40,2028-07-11,DG3731,2024-01-04 16:01:31,2025-12-20 22:58:12,,,,,,,,,,,,
520,2,,MITU BASAH B,MITU BASAH B,8500,0,11000,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
521,2,,MITU BASAH K,MITU BASAH K,4500,0,5500,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
522,4,,MIXAGRIP,MIXAGRIP,2799,0,3500,109,2027-06-10,F53651,2024-01-04 16:01:31,2025-12-31 23:09:55,175471,522,2025-12-31 23:09:55,70,0,2025-12-31 23:09:55,2025-12-31 23:09:55,,,39,109,Perubahan Stok Manual: SO
523,4,,MIXAGRIP FB,MIXAGRIP FB,3100,0,4000,141,2027-08-08,54724,2024-01-04 16:01:31,2026-01-02 19:17:32,,,,,,,,,,,,
524,5,,MIXALGIN,MIXALGIN,598,0,800,130,2027-08-16,860237,2024-01-04 16:01:31,2025-12-31 22:11:49,175405,524,2025-12-31 22:11:49,0,220,2025-12-31 22:11:49,2025-12-31 22:11:49,,,350,130,Perubahan Stok Manual: SO
525,1,,MKP GAJAH 120ML,MKP GAJAH 120ML,32000,0,42000,1,,,2024-01-04 16:01:31,2025-12-31 19:53:46,175150,525,2025-12-31 19:53:46,1,0,2025-12-31 19:53:46,2025-12-31 19:53:46,,,0,1,Perubahan Stok Manual: SO
526,1,,MKP GAJAH 30mL,MKP GAJAH 30mL,9965,0,11500,4,2029-09-08,5390031T,2024-01-04 16:01:31,2025-12-31 19:54:14,175152,526,2025-12-31 19:54:14,0,1,2025-12-31 19:54:14,2025-12-31 19:54:14,,,5,4,Perubahan Stok Manual: SO
527,1,,MKP GAJAH 60mL,MKP GAJAH 60mL,18921,0,22000,2,2029-08-03,54000371,2024-01-04 16:01:31,2025-12-31 19:54:01,175151,527,2025-12-31 19:54:01,2,0,2025-12-31 19:54:01,2025-12-31 19:54:01,,,0,2,Perubahan Stok Manual: SO
528,1,,MKP KONICARE 30ml,MKP KONICARE 30ml,10941,0,13500,0,,,2024-01-04 16:01:31,2025-07-03 12:06:43,,,,,,,,,,,,
529,1,,MKP KONICARE 60mL,MKP KONICARE 60mL,18509,0,22500,0,,,2024-01-04 16:01:31,2024-05-06 18:53:22,,,,,,,,,,,,
530,1,,MKP KONICARE PLUS 30ml,MKP KONICARE PLUS 30ml,12697,0,15000,1,,,2024-01-04 16:01:31,2025-12-31 19:58:42,175163,530,2025-12-31 19:58:42,1,0,2025-12-31 19:58:42,2025-12-31 19:58:42,,,0,1,Perubahan Stok Manual: SO
531,2,,MKP KONICARE PLUS 60ml,MKP KONICARE PLUS 60ml,21464,0,25000,2,,,2024-01-04 16:01:31,2025-12-31 19:58:28,175161,531,2025-12-31 19:58:28,2,0,2025-12-31 19:58:28,2025-12-31 19:58:28,,,0,2,Perubahan Stok Manual: SO
532,1,,MKP LANG 120mL,MKP LANG 120mL,37054,0,43000,3,2030-05-07,PE01808,2024-01-04 16:01:31,2025-12-31 19:56:06,175156,532,2025-12-31 19:56:06,3,0,2025-12-31 19:56:06,2025-12-31 19:56:06,,,0,3,Perubahan Stok Manual: SO
533,1,,MKP LANG 15mL,MKP LANG 15mL,5578,0,7000,5,2030-07-09,FC00713,2024-01-04 16:01:31,2025-12-31 19:55:07,175153,533,2025-12-31 19:55:07,1,0,2025-12-31 19:55:07,2025-12-31 19:55:07,,,4,5,Perubahan Stok Manual: SO
534,1,,MKP LANG 30mL,MKP LANG 30mL,10185,0,12000,11,2030-09-24,PD01817,2024-01-04 16:01:31,2025-12-31 19:55:39,175154,534,2025-12-31 19:55:39,0,9,2025-12-31 19:55:39,2025-12-31 19:55:39,,,20,11,Perubahan Stok Manual: SO
535,1,,MKP LANG 60mL,MKP LANG 60mL,19206,0,22500,11,2030-09-19,PD001116,2024-01-04 16:01:31,2025-12-31 19:55:51,175155,535,2025-12-31 19:55:51,0,6,2025-12-31 19:55:51,2025-12-31 19:55:51,,,17,11,Perubahan Stok Manual: SO
536,1,,HUFAGRIP BP DEWASA,HUFAGRIP BP DEWASA,85,0,150,0,,,2024-01-04 16:01:31,2025-12-30 20:47:06,,,,,,,,,,,,
537,5,,"MOLACORT 0,75","MOLACORT 0,75",152,0,200,60,2028-09-18,M05HS130,2024-01-04 16:01:31,2025-12-31 22:16:32,175412,537,2025-12-31 22:16:32,0,150,2025-12-31 22:16:32,2025-12-31 22:16:32,,,220,70,Perubahan Stok Manual: SO
538,5,,MOLAGIT,MOLAGIT,4000,0,6500,4,,,2024-01-04 16:01:31,2025-12-31 21:30:10,175344,538,2025-12-31 21:30:10,5,0,2025-12-31 21:30:10,2025-12-31 21:30:10,,,0,5,Perubahan Stok Manual: SO
539,5,,MOLEXFLU,MOLEXFLU,420,0,600,30,2027-09-07,M28HS048,2024-01-04 16:01:31,2025-12-15 23:26:31,,,,,,,,,,,,
540,2,,THERMOMETER,THERMOMETER,15817,0,23000,5,,0,2024-01-04 16:01:31,2025-12-09 22:57:35,,,,,,,,,,,,
541,2,,CUSSUN HAIR LOTION,,11000,0,18000,0,2026-03-12,,2024-01-04 16:01:31,2024-05-09 10:00:38,,,,,,,,,,,,
542,6,,MYCORAL CREAM,MYCORAL CREAM,16383,0,20000,1,2027-05-02,CD53464,2024-01-04 16:01:31,2026-01-01 00:43:55,,,,,,,,,,,,
543,5,,MYCORAL TAB,MYCORAL TAB,4095,0,5500,64,2027-04-26,CJ52316,2024-01-04 16:01:31,2025-12-31 22:12:26,175407,543,2025-12-31 22:12:26,0,12,2025-12-31 22:12:26,2025-12-31 22:12:26,,,76,64,Perubahan Stok Manual: SO
544,1,,MYLANTA LIQ 150mL,MYLANTA LIQ 150mL,39543,0,45500,2,2027-09-01,14P0212,2024-01-04 16:01:31,2025-11-28 18:48:52,,,,,,,,,,,,
545,1,,MYLANTA LIQ 50mL,MYLANTA LIQ 50mL,14720,0,17000,6,2028-02-01,14P0161,2024-01-04 16:01:31,2025-11-12 19:08:22,,,,,,,,,,,,
546,2,,NACL,NaCl,8527,0,11000,12,2027-11-18,1A1A5K024,2024-01-04 16:01:31,2025-12-31 20:59:25,175279,546,2025-12-31 20:59:25,0,3,2025-12-31 20:59:25,2025-12-31 20:59:25,,,15,12,Perubahan Stok Manual: SO
547,4,,NAPACIN,NAPACIN,2310,0,3000,6,,,2024-01-04 16:01:31,2025-12-31 21:13:19,175304,547,2025-12-31 21:13:19,6,0,2025-12-31 21:13:19,2025-12-31 21:13:19,,,0,6,Perubahan Stok Manual: SO
548,2,,KOOL FEVER DEWASA,,5500,0,9000,0,2026-09-11,,2024-01-04 16:01:31,2025-12-07 00:26:31,,,,,,,,,,,,
549,2,,NATUR-E 300IU,NATUR-E 300IU,33628,0,38500,2,2026-11-11,,2024-01-04 16:01:31,2025-12-31 21:05:53,175287,549,2025-12-31 21:05:53,2,0,2025-12-31 21:05:53,2025-12-31 21:05:53,,,0,2,Perubahan Stok Manual: SO
550,2,,NATUR-E S'16,NATUR-E S'16,17965,0,21000,3,2027-12-11,4DK2427,2024-01-04 16:01:31,2025-12-31 21:05:30,175285,550,2025-12-31 21:05:30,1,0,2025-12-31 21:05:30,2025-12-31 21:05:30,,,3,4,Perubahan Stok Manual: SO
551,2,,NATUR-E S'32,NATUR-E S'32,31088,0,36000,2,2027-12-11,4DL2475,2024-01-04 16:01:31,2025-12-31 21:05:17,175284,551,2025-12-31 21:05:17,0,1,2025-12-31 21:05:17,2025-12-31 21:05:17,,,3,2,Perubahan Stok Manual: SO
552,6,,NEBACETINE POW,NEBACETINE POW,24475,0,27500,3,2028-08-01,Y5H984B,2024-01-04 16:01:31,2025-12-31 22:27:35,175425,552,2025-12-31 22:27:35,0,1,2025-12-31 22:27:35,2025-12-31 22:27:35,,,4,3,Perubahan Stok Manual: SO
553,1,,NELLCO SPESIAL B,NELLCO SPESIAL B,25308,0,30000,3,2027-02-09,2085008,2024-01-04 16:01:31,2025-12-31 19:29:32,175103,553,2025-12-31 19:29:32,1,0,2025-12-31 19:29:32,2025-12-31 19:29:32,,,2,3,Perubahan Stok Manual: SO
554,1,,NELLCO SPESIAL K,NELLCO SPESIAL K,18453,0,22000,3,2028-09-06,2085078,2024-01-04 16:01:31,2025-12-31 19:29:40,175104,554,2025-12-31 19:29:40,0,3,2025-12-31 19:29:40,2025-12-31 19:29:40,,,6,3,Perubahan Stok Manual: SO
555,4,,NEO HORMOVITON,NEO HORMOVITON,7800,0,9000,9,2027-04-06,41365,2024-01-04 16:01:31,2025-12-31 19:49:17,175142,555,2025-12-31 19:49:17,0,6,2025-12-31 19:49:17,2025-12-31 19:49:17,,,15,9,Perubahan Stok Manual: SO
556,1,,NEO KAOLANA SYR,NEO KAOLANA SYR,15595,0,19000,2,2027-07-11,FG1570,2024-01-04 16:01:31,2025-12-05 01:21:40,,,,,,,,,,,,
557,4,,NEO RHEUMACYL,NEO RHEUMACYL,4149,0,5000,20,2028-08-16,81835,2024-01-04 16:01:31,2025-12-31 21:24:02,175327,557,2025-12-31 21:24:02,0,4,2025-12-31 21:24:02,2025-12-31 21:24:02,,,26,22,Perubahan Stok Manual: SO
558,4,,NEOZEP,NEOZEP,2584,0,3000,10,2027-06-05,25078101,2024-01-04 16:01:31,2025-12-31 23:11:25,175475,558,2025-12-31 23:11:25,0,10,2025-12-31 23:11:25,2025-12-31 23:11:25,,,22,12,Perubahan Stok Manual: SO
559,4,,NEPROLIT,NEPROLIT,2000,0,3500,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
560,5,,NEURALGIN,NEURALGIN,1019,0,1250,509,2027-07-09,GD54145,2024-01-04 16:01:31,2026-01-02 19:09:47,,,,,,,,,,,,
561,5,,NEUROBION,NEUROBION,25074,0,29000,15,2028-06-15,613409,2024-01-04 16:01:31,2025-12-31 23:07:23,175467,561,2025-12-31 23:07:23,12,0,2025-12-31 23:07:23,2025-12-31 23:07:23,,,3,15,Perubahan Stok Manual: SO
562,5,,NEUROBION 5000,NEUROBION 5000,42371,0,49000,15,2027-04-07,770787,2024-01-04 16:01:31,2026-01-02 19:30:40,,,,,,,,,,,,
563,5,,NEURODEX,NEURODEX,385,0,600,120,2027-02-03,56C4232,2024-01-04 16:01:31,2026-01-01 00:30:44,,,,,,,,,,,,
564,5,,NEUROPYRON-V,NEUROPYRON-V,1113,0,1400,190,2027-07-09,5163037,2024-01-04 16:01:31,2025-11-21 01:03:48,,,,,,,,,,,,
565,5,,NEUROSANBE,NEUROSANBE,1438,0,1700,50,2027-05-11,FE2286,2024-01-04 16:01:31,2026-01-01 00:31:56,,,,,,,,,,,,
566,1,,IMBOOST FORCE KIDS SYR,IMBOOST FORCE KIDS SYR,2500,0,35000,1,2027-02-07,,2024-01-04 16:01:31,2025-12-31 18:37:27,175029,566,2025-12-31 18:37:27,1,0,2025-12-31 18:37:27,2025-12-31 18:37:27,,,0,1,Perubahan Stok Manual: SO
567,5,,NEUROSANBE PLUS,NEUROSANBE PLUS,1385,0,1750,110,2027-09-19,FJ2367,2024-01-04 16:01:31,2025-12-31 22:16:52,175413,567,2025-12-31 22:16:52,0,40,2025-12-31 22:16:52,2025-12-31 22:16:52,,,150,110,Perubahan Stok Manual: SO
568,4,,NEW DIATAB,NEW DIATAB,2569,0,3000,65,2027-01-07,25011001,2024-01-04 16:01:31,2025-12-10 01:50:05,,,,,,,,,,,,
569,2,,"LEUKOPLAST 2,5","LEUKOPLAST 2,5",22034,0,28000,1,2027-08-11,,2024-01-04 16:01:31,2025-12-31 20:15:25,175213,569,2025-12-31 20:15:25,1,0,2025-12-31 20:15:25,2025-12-31 20:15:25,,,0,1,Perubahan Stok Manual: SO
570,5,,NIFEDIPIN,NIFEDIPIN,154,0,250,180,2027-05-05,,2024-01-04 16:01:31,2026-01-01 00:10:44,,,,,,,,,,,,
571,6,,NISAGON,NISAGON,6347,0,8000,4,2027-08-01,QB03A,2024-01-04 16:01:31,2025-12-31 22:25:49,175420,571,2025-12-31 22:25:49,2,0,2025-12-31 22:25:49,2025-12-31 22:25:49,,,3,5,Perubahan Stok Manual: SO
572,2,,PREGNACHEK,PREGNACHEK,7153,0,9000,9,2028-11-16,NOV24A13,2024-01-04 16:01:31,2025-12-10 21:03:10,,,,,,,,,,,,
573,1,,HUFAGRIP DEMAM SYR,HUFAGRIP DEMAM SYR,14124,0,16500,3,2027-07-06,E400115,2024-01-04 16:01:31,2025-12-31 18:53:34,175043,573,2025-12-31 18:53:34,0,1,2025-12-31 18:53:34,2025-12-31 18:53:34,,,4,3,Perubahan Stok Manual: SO
574,2,,NORIT,NORIT,15295,0,18000,2,2029-10-06,N100371,2024-01-04 16:01:31,2025-12-31 19:41:06,175129,574,2025-12-31 19:41:06,0,1,2025-12-31 19:41:06,2025-12-31 19:41:06,,,3,2,Perubahan Stok Manual: SO
575,1,,NORVOM TAB,NORVOM TAB,187,0,250,0,2027-01-01,,2024-01-04 16:01:31,2025-07-04 15:08:28,,,,,,,,,,,,
576,6,,NOSIB,NOSIB,10000,0,12500,1,2028-04-04,,2024-01-04 16:01:31,2026-01-01 00:46:16,,,,,,,,,,,,
577,1,,TEMPRA FORTE 30ML,TEMPRA FORTE 30ML,24000,0,28500,0,,,2024-01-04 16:01:31,2025-11-01 03:23:27,,,,,,,,,,,,
578,5,,NOVAGESIC TAB,NOVAGESIC TAB,188,0,300,70,2025-03-03,,2024-01-04 16:01:31,2026-01-01 00:30:08,,,,,,,,,,,,
579,2,,CESSA KIDS,,24600,0,36000,4,2028-10-04,T216DJY,2024-01-04 16:01:31,2025-12-31 20:20:13,175224,579,2025-12-31 20:20:13,1,0,2025-12-31 20:20:13,2025-12-31 20:20:13,,,3,4,Perubahan Stok Manual: SO
580,1,,NOVAMAG SYR,NOVAMAG SYR,4901,0,7000,0,2025-12-12,,2024-01-04 16:01:31,2024-05-13 10:43:13,,,,,,,,,,,,
581,5,,NOVAMAG TAB,NOVAMAG TAB,167,0,300,50,,,2024-01-04 16:01:31,2026-01-01 00:31:27,,,,,,,,,,,,
582,1,,NOVAMOX SYR,NOVAMOX SYR,3824,0,6000,0,2027-10-06,,2024-01-04 16:01:31,2025-09-24 03:34:56,,,,,,,,,,,,
583,5,,NOVAMOX TAB,NOVAMOX TAB,388,0,600,0,2027-03-03,,2024-01-04 16:01:31,2025-12-18 17:48:37,,,,,,,,,,,,
584,5,,NOVAPYRON,NOVAPYRON,477,0,600,200,0202-08-08,25080108,2024-01-04 16:01:31,2025-12-24 17:59:52,,,,,,,,,,,,
585,1,,NOVASTAN SYR,NOVASTAN SYR,6601,0,9000,0,2027-07-26,1180,2024-01-04 16:01:31,2025-12-23 23:07:43,,,,,,,,,,,,
586,5,,NOVASTAN TAB,NOVASTAN TAB,280,0,450,130,2027-09-09,25091418,2024-01-04 16:01:31,2026-01-01 00:30:28,,,,,,,,,,,,
587,2,,MOMILEN NURSING 5GR,,20000,0,26000,0,2026-01-11,,2024-01-04 16:01:31,2025-10-23 02:31:41,,,,,,,,,,,,
588,5,,NOVATRIM TAB,NOVATRIM TAB,264,0,350,200,0202-07-12,25870521,2024-01-04 16:01:31,2025-11-18 01:56:36,,,,,,,,,,,,
589,5,,NOVAXICAM,NOVAXICAM,196,0,300,0,2025-10-10,,2024-01-04 16:01:31,2025-10-22 20:13:21,,,,,,,,,,,,
590,1,,NOVAXIFEN SYR,NOVAXIFEN SYR,4126,0,6000,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
591,1,,HUFARIZINE SYR,,4000,0,8000,3,2027-12-06,,2024-01-04 16:01:31,2025-12-31 21:59:43,175387,591,2025-12-31 21:59:43,3,0,2025-12-31 21:59:43,2025-12-31 21:59:43,,,0,3,Perubahan Stok Manual: SO
592,6,,NUFACORT,NUFACORT,5398,0,7000,5,2026-09-01,,2024-01-04 16:01:31,2026-01-01 00:48:30,,,,,,,,,,,,
593,5,,NUFADOL TAB,NUFADOL TAB,170,0,400,40,,,2024-01-04 16:01:31,2026-01-01 00:31:40,,,,,,,,,,,,
594,1,,NYSTIN,NYSTIN,3700,0,5000,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
595,1,,OB HERBAL 100mL,OB HERBAL 100mL,20528,0,24000,2,2027-07-02,10029,2024-01-04 16:01:31,2025-12-31 19:06:06,175069,595,2025-12-31 19:06:06,1,0,2025-12-31 19:06:06,2025-12-31 19:06:06,,,1,2,Perubahan Stok Manual: SO
596,1,,OB HERBAL 60mL,OB HERBAL 60mL,14074,0,18000,7,2027-09-12,AD012125,2024-01-04 16:01:31,2025-12-31 19:06:17,175070,596,2025-12-31 19:06:17,0,3,2025-12-31 19:06:17,2025-12-31 19:06:17,,,10,7,Perubahan Stok Manual: SO
597,1,,OB HERBAL JUNIOR,OB HERBAL JUNIOR,14074,0,18000,1,2027-09-04,AE002125,2024-01-04 16:01:31,2025-12-31 19:13:00,175075,597,2025-12-31 19:13:00,0,5,2025-12-31 19:13:00,2025-12-31 19:13:00,,,7,2,Perubahan Stok Manual: SO
598,1,,OBH COMBI ANAK ALL VAR,OBH COMBI ANAK ALL VAR,15972,0,18500,18,2027-09-12,5NJ015,2024-01-04 16:01:31,2025-12-31 19:01:05,175060,598,2025-12-31 19:01:05,18,0,2025-12-31 19:01:05,2025-12-31 19:01:05,,,2,20,Perubahan Stok Manual: SO
599,1,,OBH COMBI DAHAK,OBH COMBI DAHAK,15289,0,18000,9,2027-08-12,5NH145,2024-01-04 16:01:31,2025-12-31 19:30:03,175105,599,2025-12-31 19:30:03,0,8,2025-12-31 19:30:03,2025-12-31 19:30:03,,,17,9,Perubahan Stok Manual: SO
600,1,,OBH COMBI PLUS 100ml,OBH COMBI PLUS 100ml,20101,0,23500,5,2027-08-07,5NH168,2024-01-04 16:01:31,2025-12-31 19:30:16,175106,600,2025-12-31 19:30:16,0,1,2025-12-31 19:30:16,2025-12-31 19:30:16,,,7,6,Perubahan Stok Manual: SO
601,1,,OBH COMBI PLUS 60ml,OBH COMBI PLUS 60ml,14750,0,17000,4,2027-07-10,5NG113,2024-01-04 16:01:31,2025-12-31 19:30:27,175107,601,2025-12-31 19:30:27,0,8,2025-12-31 19:30:27,2025-12-31 19:30:27,,,12,4,Perubahan Stok Manual: SO
602,1,,OBH ITRASAL,OBH ITRASAL,5884,0,7000,8,2029-11-30,511126,2024-01-04 16:01:31,2025-12-31 19:26:56,175098,602,2025-12-31 19:26:56,0,13,2025-12-31 19:26:56,2025-12-31 19:26:56,,,21,8,Perubahan Stok Manual: SO
603,1,,OBIDA,OBIDA,27639,0,32000,0,2028-04-02,02505006ID,2024-01-04 16:01:31,2025-12-18 18:33:19,,,,,,,,,,,,
604,1,,OBP ITRASAL,OBP ITRASAL,3824,0,7000,1,,,2024-01-04 16:01:31,2025-12-31 19:26:35,175097,604,2025-12-31 19:26:35,1,0,2025-12-31 19:26:35,2025-12-31 19:26:35,,,0,1,Perubahan Stok Manual: SO
605,1,,OMEDOM SYR,OMEDOM SYR,5106,0,6500,5,2027-07-06,725224,2024-01-04 16:01:31,2025-12-07 18:17:26,,,,,,,,,,,,
606,5,,OMEDOM TAB,OMEDOM TAB,204,0,300,140,2027-04-06,425127,2024-01-04 16:01:31,2025-12-21 15:46:00,,,,,,,,,,,,
607,5,,OMEDRINAT,OMEDRINAT,296,0,400,0,2030-05-11,525183,2024-01-04 16:01:31,2025-12-23 23:03:55,,,,,,,,,,,,
608,5,,OMEGESIC,OMEGESIC,447,0,600,130,2029-08-12,825122,2024-01-04 16:01:31,2026-01-01 00:33:47,,,,,,,,,,,,
